id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
ET010402,Bora (TG),Bora (TG),bora-tg,ET010402,12.883,39.341
ET010404,Emba Alaje,Emba Alaje,emba-alaje,ET010404,12.934,39.505
ET010405,Endamehoni,Endamehoni,endamehoni,ET010405,12.757,39.491
ET010409,Maichew town,Maichew town,maichew-town,ET010409,12.785,39.542
ET010412,Mekhoni town,Mekhoni town,mekhoni-town,ET010412,12.796,39.643
ET010403,Neqsege,Neqsege,neqsege,ET010403,12.751,39.346
ET010406,Raya Azebo,Raya Azebo,raya-azebo,ET010406,12.78,39.738
ET010401,Selewa,Selewa,selewa,ET010401,13.002,39.332
