id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
ET041219,Dilo,Dilo,dilo,ET041219,4.199,37.774
ET041211,Dire,Dire,dire,ET041211,3.962,38.217
ET041291,Dubluk,Dubluk,dubluk,ET041291,4.435,38.137
ET041295,Elwaya,Elwaya,elwaya,ET041295,4.921,37.722
ET041223,Gomole,Gomole,gomole,ET041223,5.171,38.326
ET041290,Guchi,Guchi,guchi,ET041290,3.946,39.135
ET041216,Miyo,Miyo,miyo,ET041216,3.843,38.564
ET041210,Moyale (OR),Moyale (OR),moyale-or,ET041210,3.667,39.124
ET041212,Teltale,Teltale,teltale,ET041212,4.744,37.12
ET041207,Yabelo,Yabelo,yabelo,ET041207,4.773,38.171
ET041296,Yabelo town,Yabelo town,yabelo-town,ET041296,4.892,38.106
